pseudo_name,a_0,ecutwfc,ecutrho_r,degauss,mixing_beta,conv_thr_o,n_k_points,cell_volume,pressure,total_energy,n_it,sim_time
Al.pz-vbc.UPF,7.18181818181818,60,4,0.02,0.7,-4,8,92.6069,128.71,-4.18644143,3,2.3726499080658
Al.pz-vbc.UPF,7.19191919191919,60,4,0.02,0.7,-4,8,92.9982,122.99,-4.18677657,3,2.32580304145813
Al.pz-vbc.UPF,7.2020202020202,60,4,0.02,0.7,-4,8,93.3906,117.37,-4.18709752,3,2.42200994491577
Al.pz-vbc.UPF,7.21212121212121,60,4,0.02,0.7,-4,8,93.7841,111.85,-4.18740445,3,2.35681056976318
Al.pz-vbc.UPF,7.22222222222222,60,4,0.02,0.7,-4,8,94.1787,106.41,-4.18769753,3,2.335768699646
Al.pz-vbc.UPF,7.23232323232323,60,4,0.02,0.7,-4,8,94.5744,101.06,-4.18797694,3,2.46105933189392
Al.pz-vbc.UPF,7.24242424242424,60,4,0.02,0.7,-4,8,94.9712,95.82,-4.18824283,3,2.37894415855408
Al.pz-vbc.UPF,7.25252525252525,60,4,0.02,0.7,-4,8,95.3691,90.66,-4.18849539,3,2.40702438354492
Al.pz-vbc.UPF,7.26262626262626,60,4,0.02,0.7,-4,8,95.7681,85.58,-4.18873477,3,2.3740668296814
Al.pz-vbc.UPF,7.27272727272727,60,4,0.02,0.7,-4,8,96.1683,80.6,-4.18896114,3,2.41481113433838
Al.pz-vbc.UPF,7.28282828282828,60,4,0.02,0.7,-4,8,96.5695,75.7,-4.18917467,3,2.41900229454041
Al.pz-vbc.UPF,7.29292929292929,60,4,0.02,0.7,-4,8,96.9719,70.9,-4.18937551,3,2.45449328422546
Al.pz-vbc.UPF,7.3030303030303,60,4,0.02,0.7,-4,8,97.3754,66.18,-4.18956383,3,2.31908583641052
Al.pz-vbc.UPF,7.31313131313131,60,4,0.02,0.7,-4,8,97.78,61.53,-4.18973978,3,2.32747435569763
Al.pz-vbc.UPF,7.32323232323232,60,4,0.02,0.7,-4,8,98.1857,56.97,-4.18990354,3,2.36418533325195
Al.pz-vbc.UPF,7.33333333333333,60,4,0.02,0.7,-4,8,98.5926,52.49,-4.19005524,3,2.40032172203064
Al.pz-vbc.UPF,7.34343434343434,60,4,0.02,0.7,-4,8,99.0005,48.11,-4.19019506,3,2.34563159942627
Al.pz-vbc.UPF,7.35353535353535,60,4,0.02,0.7,-4,8,99.4096,43.78,-4.19032314,3,2.37372612953186
Al.pz-vbc.UPF,7.36363636363636,60,4,0.02,0.7,-4,8,99.8199,39.54,-4.19043964,3,2.41770720481873
Al.pz-vbc.UPF,7.37373737373737,60,4,0.02,0.7,-4,8,100.2312,35.38,-4.19054471,3,2.41116786003113
Al.pz-vbc.UPF,7.38383838383838,60,4,0.02,0.7,-4,8,100.6437,31.3,-4.19063851,3,2.42009472846985
Al.pz-vbc.UPF,7.39393939393939,60,4,0.02,0.7,-4,8,101.0573,27.29,-4.19072119,3,2.35046076774597
Al.pz-vbc.UPF,7.4040404040404,60,4,0.02,0.7,-4,8,101.472,23.36,-4.1907929,3,2.42386198043823
Al.pz-vbc.UPF,7.41414141414141,60,4,0.02,0.7,-4,8,101.8879,19.5,-4.19085378,3,2.36503672599792
Al.pz-vbc.UPF,7.42424242424242,60,4,0.02,0.7,-4,8,102.3049,15.72,-4.190904,3,2.45577168464661
Al.pz-vbc.UPF,7.43434343434343,60,4,0.02,0.7,-4,8,102.723,12.01,-4.1909437,3,2.43999028205872
Al.pz-vbc.UPF,7.44444444444444,60,4,0.02,0.7,-4,8,103.1423,8.37,-4.19097303,3,2.41593742370605
Al.pz-vbc.UPF,7.45454545454546,60,4,0.02,0.7,-4,8,103.5627,4.79,-4.19099213,3,2.42923092842102
Al.pz-vbc.UPF,7.46464646464646,60,4,0.02,0.7,-4,8,103.9843,1.3,-4.19100115,3,2.48628830909729
Al.pz-vbc.UPF,7.47474747474748,60,4,0.02,0.7,-4,8,104.407,-2.13,-4.19100024,3,3.90713906288147
Al.pz-vbc.UPF,7.48484848484848,60,4,0.02,0.7,-4,8,104.8308,-5.49,-4.19098954,3,3.9469530582428
Al.pz-vbc.UPF,7.4949494949495,60,4,0.02,0.7,-4,8,105.2558,-8.78,-4.1909692,3,4.03826022148132
Al.pz-vbc.UPF,7.50505050505051,60,4,0.02,0.7,-4,8,105.682,-12.01,-4.19093936,3,3.91598606109619
Al.pz-vbc.UPF,7.51515151515152,60,4,0.02,0.7,-4,8,106.1093,-15.16,-4.19090017,3,4.06614518165588
Al.pz-vbc.UPF,7.52525252525253,60,4,0.02,0.7,-4,8,106.5377,-18.26,-4.19085177,3,4.02553224563599
Al.pz-vbc.UPF,7.53535353535354,60,4,0.02,0.7,-4,8,106.9673,-21.29,-4.19079429,3,3.97092485427856
Al.pz-vbc.UPF,7.54545454545455,60,4,0.02,0.7,-4,8,107.398,-24.25,-4.19072788,3,4.07528042793274
Al.pz-vbc.UPF,7.55555555555556,60,4,0.02,0.7,-4,8,107.8299,-27.15,-4.19065268,3,3.94247221946716
Al.pz-vbc.UPF,7.56565656565657,60,4,0.02,0.7,-4,8,108.263,-29.99,-4.19056883,3,3.94739818572998
